Fecha,Medias,Desviaciones
2020/6/11,24.7355679485528,0.7446265662219426
2020/6/15,24.879949428390542,1.0577579177540253
2020/6/23,26.747639668733022,0.2593679025555438
2020/6/26,26.786894051201106,0.6678486371549148
2020/7/2,28.36868661464913,0.33105702606682136
2020/7/7,28.85108909842055,0.40534733822158603
2020/7/17,27.92415702240793,0.3747471264495074
2020/7/23,28.193379487839756,0.27494333121397047
2020/7/23,28.193379487839756,0.27494333121397047
2020/7/28,29.103062896076263,0.3903560478929023
2020/8/4,30.12596558556301,0.30011737359970997
2020/8/13,29.35076806715482,0.22645107550877736
2020/8/19,28.928263298285543,0.29267463112028413
2020/8/26,29.89113731857504,0.30995868734210974
2020/9/3,27.655746160852367,0.23524563446527294
2020/9/10,26.225297347691143,0.39206100736522537
2020/9/16,26.83847158504632,0.25662084550260705
2020/9/24,26.03594744006308,0.3424351610992481
2020/9/30,23.498295123582636,0.3238974760247772
2020/10/8,21.93067456568804,0.23619379041099953
2020/10/14,21.065528479753883,0.2503005192979629
2020/10/22,20.626512215392744,0.20758822169271565
2020/10/29,18.923154670674037,0.24837485244210097
2020/11/4,19.317497638190734,0.19973909746846827
2020/11/12,19.14456849749862,0.20839783184863164
2020/11/18,19.657266567439805,0.25755693671542074
2020/11/25,17.477881891692686,0.3149685820622366
2020/12/3,15.844224838185285,0.47604804486849794
2020/12/10,12.330409374577808,0.2749197387118343
2020/12/15,13.308203448335338,0.4049567509746668
2020/12/21,13.418732145306882,0.3297858991955418
2020/12/29,11.738222927252302,0.3807311053057495
2021/1/5,9.750804456868718,0.5195891835024847
2021/1/13,9.46124645760477,0.17048788904581325
2021/1/20,10.348337717083426,0.633649674769329
2021/1/27,12.332708995494874,0.5691550326041991
2021/2/3,13.533531123911079,0.27768410943621763
2021/2/12,14.204811501947573,0.19726242520064993
2021/2/17,14.608444702311232,0.3268680212462657
2021/2/24,14.941734308064428,0.19251435210067175
2021/3/5,14.806842076704564,0.1804718761887299
2021/3/10,15.00766714197637,0.41271377791464514
2021/3/15,16.59106018986185,0.5244186243308153
2021/3/24,15.386116604334749,0.241501514860523
2021/4/6,18.093951003138677,0.3588543063588826
2021/4/13,17.66943806377387,0.1198297478544078
2021/4/20,17.910661236215358,0.3101638178850622
2021/4/27,18.302458837463323,0.15223167010588562
2021/5/6,20.863426927033984,0.521381465721422
2021/5/13,21.98727126482856,0.1760058156353438
2021/5/20,23.445138802196286,0.28364038781063017
2021/5/25,22.825879185871536,0.544274551378734
2021/6/2,23.23737668166075,0.2726340306825503
2021/6/8,24.96858492107044,0.3789146092387451
2021/6/14,25.54287995601967,0.12123538022266528
2021/6/22,25.865999579287898,0.16879971973291857
