Fecha,Medias,Desviaciones
2017/03/22,16.784072875976562,0.28715428709983826
2017/03/30,17.32989501953125,0.4037204384803772
2017/04/05,18.244800567626953,0.6253794431686401
2017/04/12,19.46531867980957,0.44888031482696533
2017/04/25,18.906261444091797,0.23249997198581696
2017/05/04,19.501352310180664,0.2725655138492584
2017/05/19,23.03464126586914,0.3904358744621277
2017/05/24,23.128435134887695,0.2743230164051056
2017/06/02,24.581281661987305,0.27056753635406494
2017/06/06,25.5700740814209,0.20940084755420685
2017/06/13,26.197235107421875,0.18534033000469208
2017/06/21,28.228496551513672,0.253775030374527
2017/06/30,27.049501419067383,0.41387853026390076
2017/07/05,26.623624801635742,0.3230970799922943
2017/07/12,28.079328536987305,0.28406354784965515
2017/07/19,28.87911033630371,0.21213912963867188
2017/07/26,29.515522003173828,0.2661731541156769
2017/08/30,27.431928634643555,0.5274397730827332
2017/09/06,27.1295223236084,0.5205546021461487
2017/09/11,25.763736724853516,0.3172900974750519
2017/09/27,24.83526611328125,0.13808055222034454
2017/10/04,24.87564468383789,0.1673901528120041
2017/10/11,24.193134307861328,0.5064680576324463
2017/10/17,23.64645767211914,0.28921812772750854
2017/10/25,21.773101806640625,0.4742027819156647
2017/11/03,21.103363037109375,0.25018325448036194
2017/11/08,18.21173667907715,0.48585042357444763
2017/11/15,15.720983505249023,0.49860823154449463
2017/11/22,15.511390686035156,0.49424242973327637
2017/11/28,15.508110046386719,0.2807554006576538
2017/12/05,11.415262222290039,0.9084116220474243
2017/12/13,11.78167724609375,0.27983179688453674
2017/12/18,11.431200981140137,0.3698088824748993
2017/12/26,11.807352066040039,0.3606756627559662
2018/01/02,12.216243743896484,0.2985948622226715
2018/01/09,12.035869598388672,0.42353391647338867

